mascot,vs,opponent,date,time,timezone,chanceToWin
blues,@,Flyers,1/6/2018,1:00 PM,ET,71
blues,@,Golden Knights,10/21/2017,7:30 PM,MT,87
blues,@,Golden Knights,3/30/2018,7:30 PM,MT,87
blues,@,Hurricanes,10/27/2017,7:30 PM,ET,73
blues,@,Islanders,10/9/2017,1:00 PM,ET,82
blues,@,Jets,12/17/2017,5:00 PM,CT,74
blues,@,Jets,2/9/2018,7:00 PM,CT,74
blues,@,Kings,3/10/2018,1:00 PM,PT,71
blues,@,Lightning,10/14/2017,7:00 PM,ET,66
blues,@,Maple Leafs,1/16/2018,7:00 PM,ET,81
blues,@,Oilers,11/16/2017,7:00 PM,MT,77
blues,@,Oilers,12/21/2017,7:00 PM,MT,77
blues,@,Panthers,10/12/2017,7:30 PM,ET,82
blues,@,Penguins,10/4/2017,8:00 PM,ET,63
blues,@,Predators,2/13/2018,7:00 PM,CT,70
blues,@,Predators,2/25/2018,5:00 PM,CT,70
blues,@,Rangers,10/10/2017,7:00 PM,ET,67
blues,@,Red Wings,12/9/2017,3:00 PM,ET,72
blues,@,Sabres,2/3/2018,7:00 PM,ET,77
blues,@,Senators,1/18/2018,7:30 PM,ET,66
blues,@,Sharks,3/8/2018,7:30 PM,PT,66
blues,@,Stars,12/29/2017,7:30 PM,CT,71
blues,@,Stars,2/16/2018,7:30 PM,CT,71
blues,@,Stars,3/3/2018,1:00 PM,CT,71
blues,@,Wild,12/2/2017,5:00 PM,CT,70
blues,@,Wild,2/27/2018,7:00 PM,CT,70
lightning,@,Avalanche,12/16/2017,7:00 PM,MT,52
lightning,@,Blackhawks,1/22/2018,7:30 PM,CT,67
lightning,@,Blue Jackets,10/19/2017,7:00 PM,ET,68
lightning,@,Blue Jackets,12/31/2017,6:00 PM,ET,68
lightning,@,Blues,12/12/2017,7:00 PM,CT,51
lightning,@,Bruins,11/29/2017,7:30 PM,ET,68
lightning,@,Bruins,3/29/2018,7:00 PM,ET,68
lightning,@,Canadiens,1/4/2018,7:30 PM,ET,57
lightning,@,Canadiens,2/24/2018,7:00 PM,ET,57
lightning,@,Canucks,2/3/2018,7:00 PM,PT,68
lightning,@,Capitals,11/24/2017,5:00 PM,ET,52
lightning,@,Capitals,2/20/2018,7:00 PM,ET,52
lightning,@,Coyotes,12/14/2017,7:00 PM,MT,66
lightning,@,Devils,10/17/2017,7:00 PM,ET,62
lightning,@,Devils,3/24/2018,7:00 PM,ET,62
lightning,@,Ducks,11/12/2017,5:00 PM,PT,52
lightning,@,Flames,2/1/2018,7:00 PM,MT,73
lightning,@,Flyers,1/25/2018,7:00 PM,ET,61
lightning,@,Golden Knights,12/19/2017,7:00 PM,MT,77
lightning,@,Hurricanes,10/24/2017,7:00 PM,ET,63
lightning,@,Hurricanes,4/7/2018,7:00 PM,ET,63
lightning,@,Islanders,3/22/2018,7:00 PM,ET,72
lightning,@,Jets,1/30/2018,7:00 PM,CT,64
lightning,@,Kings,11/9/2017,7:30 PM,PT,61
lightning,vs.,Panthers,10/6/2017,7:30 PM,ET,72
lightning,vs.,Capitals,10/9/2017,7:30 PM,ET,52
lightning,vs.,Penguins,10/12/2017,7:30 PM,ET,53
lightning,vs.,Blues,10/14/2017,7:00 PM,ET,51
lightning,vs.,Penguins,10/21/2017,7:00 PM,ET,53
lightning,vs.,Red Wings,10/26/2017,7:30 PM,ET,62
lightning,vs.,Ducks,10/28/2017,7:00 PM,ET,52
lightning,vs.,Rangers,11/2/2017,7:30 PM,ET,57
lightning,vs.,Blue Jackets,11/4/2017,7:00 PM,ET,68
lightning,vs.,Stars,11/16/2017,7:30 PM,ET,61
lightning,vs.,Islanders,11/18/2017,7:00 PM,ET,72
lightning,vs.,Blackhawks,11/22/2017,7:30 PM,ET,67
lightning,vs.,Sharks,12/2/2017,7:00 PM,ET,56
lightning,vs.,Islanders,12/5/2017,7:30 PM,ET,72
lightning,vs.,Avalanche,12/7/2017,7:30 PM,ET,52
lightning,vs.,Jets,12/9/2017,7:00 PM,ET,64
lightning,vs.,Senators,12/21/2017,7:30 PM,ET,56
lightning,vs.,Wild,12/23/2017,7:00 PM,ET,60
lightning,vs.,Canadiens,12/28/2017,7:30 PM,ET,57
lightning,vs.,Flyers,12/29/2017,7:30 PM,ET,61
lightning,vs.,Hurricanes,1/9/2018,7:30 PM,ET,63
lightning,vs.,Flames,1/11/2018,7:30 PM,ET,73
lightning,vs.,Golden Knights,1/18/2018,7:30 PM,ET,77
lightning,vs.,Canucks,2/8/2018,7:30 PM,ET,68
lightning,vs.,Kings,2/10/2018,7:00 PM,ET,61
lightning,vs.,Red Wings,2/15/2018,7:30 PM,ET,62
lightning,vs.,Devils,2/17/2018,7:00 PM,ET,62
lightning,vs.,Maple Leafs,2/26/2018,7:30 PM,ET,71
lightning,vs.,Sabres,2/28/2018,7:00 PM,ET,67
lightning,vs.,Flyers,3/3/2018,1:00 PM,ET,61
lightning,vs.,Panthers,3/6/2018,7:30 PM,ET,72
lightning,vs.,Rangers,3/8/2018,7:30 PM,ET,57
lightning,vs.,Canadiens,3/10/2018,1:00 PM,ET,57
lightning,vs.,Senators,3/13/2018,7:30 PM,ET,56
lightning,vs.,Bruins,3/17/2018,7:00 PM,ET,68
lightning,vs.,Oilers,3/18/2018,5:00 PM,ET,67
lightning,vs.,Maple Leafs,3/20/2018,7:30 PM,ET,71
lightning,vs.,Coyotes,3/26/2018,7:30 PM,ET,66
lightning,vs.,Predators,4/1/2018,6:00 PM,ET,60
lightning,vs.,Bruins,4/3/2018,7:30 PM,ET,68
lightning,vs.,Sabres,4/6/2018,7:30 PM,ET,67
lightning,@,Maple Leafs,1/2/2018,7:00 PM,ET,71
lightning,@,Maple Leafs,2/12/2018,7:00 PM,ET,71
lightning,@,Oilers,2/5/2018,7:00 PM,MT,67
lightning,@,Panthers,10/7/2017,7:00 PM,ET,72
lightning,@,Panthers,10/30/2017,7:30 PM,ET,72
lightning,@,Penguins,11/25/2017,7:00 PM,ET,53
lightning,@,Predators,1/23/2018,7:00 PM,CT,60
lightning,@,Rangers,3/30/2018,7:00 PM,ET,57
lightning,@,Red Wings,10/16/2017,7:30 PM,ET,62
lightning,@,Red Wings,1/7/2018,7:00 PM,ET,62
lightning,@,Sabres,11/28/2017,7:00 PM,ET,67
lightning,@,Sabres,2/13/2018,7:00 PM,ET,67
lightning,@,Senators,1/6/2018,7:00 PM,ET,56
lightning,@,Senators,2/22/2018,7:30 PM,ET,56
lightning,@,Sharks,11/8/2017,7:30 PM,PT,56
lightning,@,Stars,3/1/2018,7:30 PM,CT,61
lightning,@,Wild,1/20/2018,8:00 PM,CT,60
mapleleafs,@,Avalanche,12/29/2017,7:00 PM,MT,22
mapleleafs,@,Blackhawks,1/24/2018,7:00 PM,CT,37
mapleleafs,@,Blue Jackets,12/20/2017,7:30 PM,ET,38
mapleleafs,@,Blues,11/4/2017,6:00 PM,CT,21
mapleleafs,@,Bruins,11/11/2017,7:00 PM,ET,38
mapleleafs,@,Bruins,2/3/2018,7:00 PM,ET,38
mapleleafs,@,Canadiens,10/14/2017,7:00 PM,ET,27
mapleleafs,@,Canadiens,11/18/2017,7:00 PM,ET,27
mapleleafs,@,Canucks,12/2/2017,4:00 PM,PT,38
mapleleafs,@,Capitals,10/17/2017,7:00 PM,ET,22
mapleleafs,@,Capitals,3/3/2018,8:00 PM,ET,22
mapleleafs,@,Coyotes,12/28/2017,7:00 PM,MT,36
mapleleafs,@,Devils,4/5/2018,7:00 PM,ET,32
mapleleafs,@,Ducks,11/1/2017,7:00 PM,PT,22
mapleleafs,@,Flames,11/28/2017,7:00 PM,MT,43
mapleleafs,@,Flyers,12/12/2017,7:00 PM,ET,31
mapleleafs,@,Flyers,1/18/2018,7:00 PM,ET,31
mapleleafs,@,Golden Knights,12/31/2017,12:30 AM,MT,47
mapleleafs,@,Hurricanes,11/24/2017,7:30 PM,ET,33
mapleleafs,@,Islanders,3/30/2018,7:00 PM,ET,42
mapleleafs,@,Jets,10/4/2017,6:00 PM,CT,34
mapleleafs,@,Kings,11/2/2017,7:30 PM,PT,31
mapleleafs,@,Lightning,2/26/2018,7:30 PM,ET,26
mapleleafs,@,Lightning,3/20/2018,7:30 PM,ET,26
mapleleafs,vs.,Rangers,10/7/2017,7:00 PM,ET,27
mapleleafs,vs.,Blackhawks,10/9/2017,7:00 PM,ET,37
mapleleafs,vs.,Devils,10/11/2017,7:30 PM,ET,32
mapleleafs,vs.,Red Wings,10/18/2017,7:30 PM,ET,32
mapleleafs,vs.,Kings,10/23/2017,7:00 PM,ET,31
mapleleafs,vs.,Hurricanes,10/26/2017,7:00 PM,ET,33
mapleleafs,vs.,Flyers,10/28/2017,7:00 PM,ET,31
mapleleafs,vs.,Golden Knights,11/6/2017,7:00 PM,ET,47
mapleleafs,vs.,Wild,11/8/2017,7:30 PM,ET,30
mapleleafs,vs.,Bruins,11/10/2017,7:00 PM,ET,38
mapleleafs,vs.,Devils,11/16/2017,7:00 PM,ET,32
mapleleafs,vs.,Coyotes,11/20/2017,7:00 PM,ET,36
mapleleafs,vs.,Capitals,11/25/2017,7:00 PM,ET,22
mapleleafs,vs.,Flames,12/6/2017,7:30 PM,ET,43
mapleleafs,vs.,Oilers,12/10/2017,7:00 PM,ET,37
mapleleafs,vs.,Hurricanes,12/19/2017,2:00 PM,ET,33
mapleleafs,vs.,Lightning,1/2/2018,7:00 PM,ET,26
mapleleafs,vs.,Sharks,1/4/2018,7:00 PM,ET,26
mapleleafs,vs.,Canucks,1/6/2018,7:00 PM,ET,38
mapleleafs,vs.,Blue Jackets,1/8/2018,7:00 PM,ET,38
mapleleafs,vs.,Senators,1/10/2018,7:30 PM,ET,26
mapleleafs,vs.,Blues,1/16/2018,7:00 PM,ET,21
mapleleafs,vs.,Avalanche,1/22/2018,7:00 PM,ET,22
mapleleafs,vs.,Islanders,1/31/2018,7:30 PM,ET,42
mapleleafs,vs.,Ducks,2/5/2018,7:00 PM,ET,22
mapleleafs,vs.,Predators,2/7/2018,7:30 PM,ET,30
mapleleafs,vs.,Senators,2/10/2018,7:00 PM,ET,26
mapleleafs,vs.,Lightning,2/12/2018,7:00 PM,ET,26
mapleleafs,vs.,Blue Jackets,2/14/2018,7:00 PM,ET,38
mapleleafs,vs.,Panthers,2/20/2018,7:00 PM,ET,42
mapleleafs,vs.,Islanders,2/22/2018,7:00 PM,ET,42
mapleleafs,vs.,Bruins,2/24/2018,7:00 PM,ET,38
mapleleafs,vs.,Penguins,3/10/2018,7:00 PM,ET,23
mapleleafs,vs.,Stars,3/14/2018,7:00 PM,ET,31
mapleleafs,vs.,Canadiens,3/17/2018,7:00 PM,ET,27
mapleleafs,vs.,Red Wings,3/24/2018,7:00 PM,ET,32
mapleleafs,vs.,Sabres,3/26/2018,7:00 PM,ET,37
mapleleafs,vs.,Panthers,3/28/2018,7:30 PM,ET,42
mapleleafs,vs.,Jets,3/31/2018,7:00 PM,ET,34
mapleleafs,vs.,Sabres,4/2/2018,7:00 PM,ET,37
mapleleafs,vs.,Canadiens,4/7/2018,7:00 PM,ET,27
mapleleafs,@,Oilers,11/30/2017,7:00 PM,MT,37
mapleleafs,@,Panthers,11/22/2017,7:00 PM,ET,42
mapleleafs,@,Panthers,2/27/2018,7:30 PM,ET,42
mapleleafs,@,Penguins,12/9/2017,7:00 PM,ET,23
mapleleafs,@,Penguins,2/17/2018,7:00 PM,ET,23
mapleleafs,@,Predators,3/22/2018,7:00 PM,CT,30
mapleleafs,@,Rangers,12/23/2017,7:00 PM,ET,27
mapleleafs,@,Rangers,2/1/2018,7:00 PM,ET,27
mapleleafs,@,Red Wings,12/15/2017,7:30 PM,ET,32
mapleleafs,@,Red Wings,2/18/2018,7:00 PM,ET,32
mapleleafs,@,Sabres,3/5/2018,7:00 PM,ET,37
mapleleafs,@,Sabres,3/15/2018,7:00 PM,ET,37
mapleleafs,@,Senators,10/21/2017,7:00 PM,ET,26
mapleleafs,@,Senators,1/20/2018,7:00 PM,ET,26
mapleleafs,@,Sharks,10/30/2017,7:30 PM,PT,26
mapleleafs,@,Stars,1/25/2018,7:30 PM,CT,31
mapleleafs,@,Wild,12/14/2017,7:00 PM,CT,30
canucks,@,Avalanche,2/26/2018,7:00 PM,MT,28
canucks,@,Blackhawks,3/22/2018,7:30 PM,CT,43
canucks,@,Blue Jackets,1/12/2018,7:00 PM,ET,44
canucks,@,Blues,3/23/2018,7:00 PM,CT,27
canucks,@,Bruins,10/19/2017,7:00 PM,ET,44
canucks,@,Canadiens,1/7/2018,7:00 PM,ET,33
canucks,vs.,Oilers,10/7/2017,7:00 PM,PT,43
canucks,vs.,Senators,10/10/2017,7:00 PM,PT,32
canucks,vs.,Jets,10/12/2017,7:00 PM,PT,40
canucks,vs.,Flames,10/14/2017,7:00 PM,PT,49
canucks,vs.,Capitals,10/26/2017,7:00 PM,PT,28
canucks,vs.,Stars,10/30/2017,7:00 PM,PT,37
canucks,vs.,Devils,11/1/2017,7:00 PM,PT,38
canucks,vs.,Penguins,11/4/2017,7:00 PM,PT,29
canucks,vs.,Red Wings,11/6/2017,7:00 PM,PT,38
canucks,vs.,Golden Knights,11/16/2017,7:00 PM,PT,53
canucks,vs.,Blues,11/18/2017,7:00 PM,PT,27
canucks,vs.,Maple Leafs,12/2/2017,4:00 PM,PT,47
canucks,vs.,Hurricanes,12/5/2017,7:00 PM,PT,39
canucks,vs.,Flyers,12/7/2017,7:00 PM,PT,37
canucks,vs.,Predators,12/13/2017,7:00 PM,PT,36
canucks,vs.,Sharks,12/15/2017,7:00 PM,PT,32
canucks,vs.,Flames,12/17/2017,5:00 PM,PT,49
canucks,vs.,Canadiens,12/19/2017,7:00 PM,PT,33
canucks,vs.,Blues,12/23/2017,7:00 PM,PT,27
canucks,vs.,Blackhawks,12/28/2017,7:00 PM,PT,43
canucks,vs.,Kings,12/30/2017,7:00 PM,PT,37
canucks,vs.,Ducks,1/2/2018,7:00 PM,PT,28
canucks,vs.,Kings,1/23/2018,7:00 PM,PT,37
canucks,vs.,Sabres,1/25/2018,7:00 PM,PT,43
canucks,vs.,Avalanche,1/30/2018,7:00 PM,PT,28
canucks,vs.,Blackhawks,2/1/2018,7:00 PM,PT,43
canucks,vs.,Lightning,2/3/2018,7:00 PM,PT,32
canucks,vs.,Panthers,2/14/2018,7:00 PM,PT,48
canucks,vs.,Bruins,2/17/2018,7:00 PM,PT,44
canucks,vs.,Avalanche,2/20/2018,7:00 PM,PT,28
canucks,vs.,Rangers,2/28/2018,7:00 PM,PT,33
canucks,vs.,Predators,3/2/2018,7:00 PM,PT,36
canucks,vs.,Islanders,3/5/2018,7:00 PM,PT,48
canucks,vs.,Coyotes,3/7/2018,7:00 PM,PT,42
canucks,vs.,Wild,3/9/2018,7:00 PM,PT,36
canucks,vs.,Sharks,3/17/2018,7:00 PM,PT,32
canucks,vs.,Ducks,3/27/2018,7:00 PM,PT,28
canucks,vs.,Oilers,3/29/2018,7:00 PM,PT,43
canucks,vs.,Blue Jackets,3/31/2018,1:00 PM,PT,44
canucks,vs.,Golden Knights,4/3/2018,7:00 PM,PT,53
canucks,vs.,Coyotes,4/5/2018,7:00 PM,PT,42
canucks,@,Capitals,1/9/2018,7:00 PM,ET,28
canucks,@,Coyotes,2/25/2018,7:30 PM,MT,42
canucks,@,Coyotes,3/11/2018,6:00 PM,MT,42
canucks,@,Devils,11/24/2017,7:00 PM,ET,38
canucks,@,Ducks,11/9/2017,7:00 PM,PT,28
canucks,@,Ducks,3/14/2018,7:00 PM,PT,28
canucks,@,Flames,11/7/2017,7:00 PM,MT,49
canucks,@,Flames,12/9/2017,8:00 PM,MT,49
canucks,@,Flyers,11/21/2017,7:00 PM,ET,37
canucks,@,Golden Knights,2/23/2018,7:30 PM,MT,53
canucks,@,Golden Knights,3/20/2018,7:00 PM,MT,53
canucks,@,Hurricanes,2/9/2018,7:30 PM,ET,39
canucks,@,Islanders,11/28/2017,7:00 PM,ET,48
canucks,@,Jets,12/11/2017,7:00 PM,CT,40
canucks,@,Jets,1/21/2018,7:00 PM,CT,40
canucks,@,Kings,11/14/2017,7:30 PM,PT,37
canucks,@,Kings,3/12/2018,7:30 PM,PT,37
canucks,@,Lightning,2/8/2018,7:30 PM,ET,32
canucks,@,Maple Leafs,1/6/2018,7:00 PM,ET,47
canucks,@,Oilers,1/20/2018,8:00 PM,MT,43
canucks,@,Oilers,4/7/2018,8:00 PM,MT,43
canucks,@,Panthers,2/6/2018,7:30 PM,ET,48
canucks,@,Penguins,11/22/2017,7:00 PM,ET,29
canucks,@,Predators,11/30/2017,7:00 PM,CT,36
canucks,@,Rangers,11/26/2017,2:00 PM,ET,33
canucks,@,Red Wings,10/22/2017,7:00 PM,ET,38
canucks,@,Sabres,10/20/2017,7:00 PM,ET,43
canucks,@,Senators,10/17/2017,7:30 PM,ET,32
canucks,@,Sharks,11/11/2017,7:00 PM,PT,32
canucks,@,Sharks,12/21/2017,7:30 PM,PT,32
canucks,@,Sharks,2/15/2018,7:30 PM,PT,32
canucks,@,Stars,2/11/2018,3:00 PM,CT,37
canucks,@,Stars,3/25/2018,6:00 PM,CT,37
canucks,@,Wild,10/24/2017,7:00 PM,CT,36
canucks,@,Wild,1/14/2018,6:00 PM,CT,36
goldenknights,@,Avalanche,3/24/2018,1:00 PM,MT,10
goldenknights,@,Blackhawks,1/5/2018,7:30 PM,CT,25
goldenknights,@,Blue Jackets,3/6/2018,7:00 PM,ET,26
goldenknights,@,Blues,1/4/2018,7:00 PM,CT,9
goldenknights,@,Bruins,11/2/2017,7:00 PM,ET,26
goldenknights,@,Canadiens,11/7/2017,7:30 PM,ET,15
goldenknights,@,Canucks,11/16/2017,7:00 PM,PT,26
goldenknights,@,Canucks,4/3/2018,7:00 PM,PT,26
goldenknights,@,Capitals,2/4/2018,12:30 AM,ET,10
goldenknights,@,Coyotes,10/7/2017,6:00 PM,MT,24
goldenknights,@,Coyotes,11/25/2017,6:00 PM,MT,24
goldenknights,@,Devils,3/4/2018,5:00 PM,ET,20
goldenknights,@,Ducks,11/22/2017,7:00 PM,PT,10
goldenknights,@,Ducks,12/27/2017,7:00 PM,PT,10
goldenknights,@,Flames,1/30/2018,7:00 PM,MT,31
goldenknights,@,Flames,4/7/2018,8:00 PM,MT,31
goldenknights,@,Flyers,3/12/2018,7:00 PM,ET,19
goldenknights,vs.,Coyotes,10/10/2017,7:00 PM,MT,24
goldenknights,vs.,Red Wings,10/13/2017,7:30 PM,MT,20
goldenknights,vs.,Bruins,10/15/2017,4:00 PM,MT,26
goldenknights,vs.,Sabres,10/17/2017,7:00 PM,MT,25
goldenknights,vs.,Blues,10/21/2017,7:30 PM,MT,9
goldenknights,vs.,Blackhawks,10/24/2017,7:00 PM,MT,25
goldenknights,vs.,Avalanche,10/27/2017,3:00 PM,MT,10
goldenknights,vs.,Jets,11/10/2017,7:30 PM,MT,22
goldenknights,vs.,Kings,11/19/2017,5:00 PM,MT,19
goldenknights,vs.,Sharks,11/24/2017,7:00 PM,MT,14
goldenknights,vs.,Stars,11/28/2017,7:00 PM,MT,19
goldenknights,vs.,Coyotes,12/3/2017,5:00 PM,MT,24
goldenknights,vs.,Ducks,12/5/2017,7:00 PM,MT,10
goldenknights,vs.,Hurricanes,12/12/2017,7:00 PM,MT,21
goldenknights,vs.,Penguins,12/14/2017,7:00 PM,MT,11
goldenknights,vs.,Panthers,12/17/2017,5:00 PM,MT,30
goldenknights,vs.,Lightning,12/19/2017,7:00 PM,MT,14
goldenknights,vs.,Capitals,12/23/2017,5:00 PM,MT,10
goldenknights,vs.,Maple Leafs,12/31/2017,12:30 AM,MT,29
goldenknights,vs.,Predators,1/2/2018,7:00 PM,MT,18
goldenknights,vs.,Rangers,1/7/2018,6:30 PM,MT,15
goldenknights,vs.,Oilers,1/13/2018,7:00 PM,MT,25
goldenknights,vs.,Blue Jackets,1/23/2018,7:00 PM,MT,26
goldenknights,vs.,Islanders,1/25/2018,7:00 PM,MT,30
goldenknights,vs.,Flyers,2/11/2018,5:00 PM,MT,19
goldenknights,vs.,Blackhawks,2/13/2018,7:00 PM,MT,25
goldenknights,vs.,Oilers,2/15/2018,7:00 PM,MT,25
goldenknights,vs.,Canadiens,2/17/2018,4:00 PM,MT,15
goldenknights,vs.,Ducks,2/19/2018,7:00 PM,MT,10
goldenknights,vs.,Flames,2/21/2018,7:30 PM,MT,31
goldenknights,vs.,Canucks,2/23/2018,7:30 PM,MT,26
goldenknights,vs.,Kings,2/27/2018,7:00 PM,MT,19
goldenknights,vs.,Senators,3/2/2018,7:00 PM,MT,14
goldenknights,vs.,Devils,3/14/2018,7:00 PM,MT,20
goldenknights,vs.,Wild,3/16/2018,7:30 PM,MT,18
goldenknights,vs.,Flames,3/18/2018,1:00 PM,MT,31
goldenknights,vs.,Canucks,3/20/2018,7:00 PM,MT,26
goldenknights,vs.,Avalanche,3/26/2018,7:00 PM,MT,10
goldenknights,vs.,Coyotes,3/28/2018,7:00 PM,MT,24
goldenknights,vs.,Blues,3/30/2018,7:30 PM,MT,9
goldenknights,vs.,Sharks,3/31/2018,7:30 PM,MT,14
goldenknights,@,Hurricanes,1/21/2018,5:00 PM,ET,21
goldenknights,@,Islanders,10/30/2017,7:00 PM,ET,30
goldenknights,@,Jets,12/1/2017,7:00 PM,CT,22
goldenknights,@,Jets,2/1/2018,7:00 PM,CT,22
goldenknights,@,Kings,12/28/2017,7:30 PM,PT,19
goldenknights,@,Kings,2/26/2018,7:30 PM,PT,19
goldenknights,@,Lightning,1/18/2018,7:30 PM,ET,14
goldenknights,@,Maple Leafs,11/6/2017,7:00 PM,ET,29
goldenknights,@,Oilers,11/14/2017,7:00 PM,MT,25
goldenknights,@,Oilers,4/5/2018,7:00 PM,MT,25
goldenknights,@,Panthers,1/19/2018,7:30 PM,ET,30
goldenknights,@,Penguins,2/6/2018,7:00 PM,ET,11
goldenknights,@,Predators,12/8/2017,7:00 PM,CT,18
goldenknights,@,Predators,1/16/2018,7:00 PM,CT,18
goldenknights,@,Rangers,10/31/2017,7:00 PM,ET,15
goldenknights,@,Red Wings,3/8/2018,7:30 PM,ET,20
goldenknights,@,Sabres,3/10/2018,1:00 PM,ET,25
goldenknights,@,Senators,11/4/2017,2:00 PM,ET,14
goldenknights,@,Sharks,2/8/2018,7:30 PM,PT,14
goldenknights,@,Sharks,3/22/2018,7:30 PM,PT,14
goldenknights,@,Stars,10/6/2017,7:30 PM,CT,19
goldenknights,@,Stars,12/9/2017,7:00 PM,CT,19
goldenknights,@,Wild,11/30/2017,7:00 PM,CT,18
goldenknights,@,Wild,2/2/2018,7:00 PM,CT,18
jets,@,Avalanche,11/29/2017,7:30 PM,MT,36
jets,@,Avalanche,1/2/2018,7:00 PM,MT,36
jets,@,Blackhawks,1/12/2018,7:30 PM,CT,51
jets,@,Blackhawks,3/29/2018,7:30 PM,CT,51
jets,@,Blue Jackets,10/27/2017,7:00 PM,ET,52
jets,@,Blues,12/16/2017,6:00 PM,CT,35
jets,@,Blues,2/23/2018,7:00 PM,CT,35
jets,@,Bruins,12/21/2017,7:00 PM,ET,52
jets,@,Canadiens,4/3/2018,7:30 PM,ET,41
jets,@,Canucks,10/12/2017,7:00 PM,PT,52
jets,@,Capitals,3/12/2018,7:00 PM,ET,36
jets,@,Coyotes,11/11/2017,8:00 PM,MT,50
jets,@,Devils,3/8/2018,7:00 PM,ET,46
jets,@,Ducks,11/24/2017,1:00 PM,PT,36
jets,@,Ducks,1/25/2018,7:00 PM,PT,36
jets,@,Flames,10/7/2017,8:00 PM,MT,57
jets,@,Flames,1/20/2018,1:00 PM,MT,57
jets,@,Flyers,3/10/2018,1:00 PM,ET,45
jets,@,Golden Knights,11/10/2017,7:30 PM,MT,61
jets,@,Hurricanes,3/4/2018,7:00 PM,ET,47
jets,@,Islanders,12/23/2017,1:00 PM,ET,56
jets,vs.,Maple Leafs,10/4/2017,6:00 PM,CT,55
jets,vs.,Hurricanes,10/14/2017,6:00 PM,CT,47
jets,vs.,Blue Jackets,10/17/2017,7:00 PM,CT,52
jets,vs.,Wild,10/20/2017,7:00 PM,CT,44
jets,vs.,Penguins,10/29/2017,6:00 PM,CT,37
jets,vs.,Stars,11/2/2017,7:00 PM,CT,45
jets,vs.,Canadiens,11/4/2017,6:00 PM,CT,41
jets,vs.,Coyotes,11/14/2017,7:00 PM,CT,50
jets,vs.,Flyers,11/16/2017,7:00 PM,CT,45
jets,vs.,Devils,11/18/2017,2:00 PM,CT,46
jets,vs.,Wild,11/27/2017,7:00 PM,CT,44
jets,vs.,Golden Knights,12/1/2017,7:00 PM,CT,61
jets,vs.,Senators,12/3/2017,6:00 PM,CT,40
jets,vs.,Canucks,12/11/2017,7:00 PM,CT,52
jets,vs.,Blackhawks,12/14/2017,7:00 PM,CT,51
jets,vs.,Blues,12/17/2017,5:00 PM,CT,35
jets,vs.,Oilers,12/27/2017,7:00 PM,CT,51
jets,vs.,Islanders,12/29/2017,7:00 PM,CT,56
jets,vs.,Sabres,1/5/2018,7:00 PM,CT,51
jets,vs.,Sharks,1/7/2018,2:00 PM,CT,40
jets,vs.,Canucks,1/21/2018,7:00 PM,CT,52
jets,vs.,Lightning,1/30/2018,7:00 PM,CT,40
jets,vs.,Golden Knights,2/1/2018,7:00 PM,CT,61
jets,vs.,Avalanche,2/3/2018,6:00 PM,CT,36
jets,vs.,Coyotes,2/6/2018,7:00 PM,CT,50
jets,vs.,Blues,2/9/2018,7:00 PM,CT,35
jets,vs.,Rangers,2/11/2018,2:00 PM,CT,41
jets,vs.,Capitals,2/13/2018,7:00 PM,CT,36
jets,vs.,Avalanche,2/16/2018,7:00 PM,CT,36
jets,vs.,Panthers,2/18/2018,7:00 PM,CT,56
jets,vs.,Kings,2/20/2018,7:00 PM,CT,45
jets,vs.,Predators,2/27/2018,7:00 PM,CT,44
jets,vs.,Red Wings,3/2/2018,7:00 PM,CT,46
jets,vs.,Blackhawks,3/15/2018,7:00 PM,CT,51
jets,vs.,Stars,3/18/2018,6:30 PM,CT,45
jets,vs.,Kings,3/20/2018,7:00 PM,CT,45
jets,vs.,Ducks,3/23/2018,7:00 PM,CT,36
jets,vs.,Predators,3/25/2018,6:00 PM,CT,44
jets,vs.,Bruins,3/27/2018,7:00 PM,CT,52
jets,vs.,Flames,4/5/2018,7:00 PM,CT,57
jets,vs.,Blackhawks,4/7/2018,6:00 PM,CT,51
jets,@,Kings,11/22/2017,7:30 PM,PT,45
jets,@,Lightning,12/9/2017,7:00 PM,ET,40
jets,@,Maple Leafs,3/31/2018,7:00 PM,ET,55
jets,@,Oilers,10/9/2017,7:00 PM,MT,51
jets,@,Oilers,12/31/2017,5:00 PM,MT,51
jets,@,Panthers,12/7/2017,7:30 PM,ET,56
jets,@,Penguins,10/26/2017,7:00 PM,ET,37
jets,@,Predators,11/20/2017,7:00 PM,CT,44
jets,@,Predators,12/19/2017,7:00 PM,CT,44
jets,@,Predators,3/13/2018,7:00 PM,CT,44
jets,@,Rangers,3/6/2018,7:00 PM,ET,41
jets,@,Red Wings,12/5/2017,7:30 PM,ET,46
jets,@,Sabres,1/9/2018,7:00 PM,ET,51
jets,@,Senators,4/2/2018,7:30 PM,ET,40
jets,@,Sharks,11/25/2017,7:00 PM,PT,40
jets,@,Sharks,1/23/2018,7:30 PM,PT,40
jets,@,Stars,11/6/2017,7:30 PM,CT,45
jets,@,Stars,2/24/2018,6:00 PM,CT,45
jets,@,Wild,10/31/2017,7:00 PM,CT,44
jets,@,Wild,1/13/2018,6:00 PM,CT,44
capitals,@,Avalanche,11/16/2017,7:00 PM,MT,60
capitals,@,Blackhawks,2/17/2018,7:30 PM,CT,75
capitals,@,Blue Jackets,2/6/2018,7:00 PM,ET,76
